Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     729/729         std::vector<double, std::allocator<double> >::_Temporary_value::~_Temporary_value() [241]
[238]    0.0    0.00    0.00     729         void std::allocator_traits<std::allocator<double> >::destroy<double>(std::allocator<double>&, double*) [238]
                0.00    0.00     729/729         void __gnu_cxx::new_allocator<double>::destroy<double>(double*) [237]
-----------------------------------------------
                0.00    0.00     729/729         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [84]
[239]    0.0    0.00    0.00     729         std::vector<double, std::allocator<double> >::_Temporary_value::_M_val() [239]
                0.00    0.00     729/2187        std::vector<double, std::allocator<double> >::_Temporary_value::_M_ptr() [209]
-----------------------------------------------
                0.00    0.00     729/729         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [84]
[240]    0.0    0.00    0.00     729         std::vector<double, std::allocator<double> >::_Temporary_value::_Temporary_value<double const&>(std::vector<double, std::allocator<double> >*, double const&) [240]
                0.00    0.00     729/2223        double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [208]
                0.00    0.00     729/2187        std::vector<double, std::allocator<double> >::_Temporary_value::_M_ptr() [209]
                0.00    0.00     729/741         void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [236]
-----------------------------------------------
                0.00    0.00     729/729         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [84]
[241]    0.0    0.00    0.00     729         std::vector<double, std::allocator<double> >::_Temporary_value::~_Temporary_value() [241]
                0.00    0.00     729/2187        std::vector<double, std::allocator<double> >::_Temporary_value::_M_ptr() [209]
                0.00    0.00     729/729         void std::allocator_traits<std::allocator<double> >::destroy<double>(std::allocator<double>&, double*) [238]
-----------------------------------------------
                0.00    0.00     729/729         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [84]
[242]    0.0    0.00    0.00     729         double* std::__uninitialized_move_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [242]
                0.00    0.00    1458/1458        std::move_iterator<double*> std::make_move_iterator<double*>(double*) [218]
                0.00    0.00     729/777         double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [224]
-----------------------------------------------
                0.00    0.00     729/729         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [84]
[243]    0.0    0.00    0.00     729         void std::fill<double*, double>(double*, double*, double const&) [243]
                0.00    0.00    1458/4624        double* std::__niter_base<double*>(double*) [206]
                0.00    0.00     729/729         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a<double*, double>(double*, double*, double const&) [244]
-----------------------------------------------
                0.00    0.00     729/729         void std::fill<double*, double>(double*, double*, double const&) [243]
[244]    0.0    0.00    0.00     729         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a<double*, double>(double*, double*, double const&) [244]
-----------------------------------------------
                0.00    0.00      43/116         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [257]
                0.00    0.00      73/116         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [249]
[245]    0.0    0.00    0.00     116         __gnu_cxx::new_allocator<double>::max_size() const [245]
-----------------------------------------------
                0.00    0.00      96/96          double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [253]
[246]    0.0    0.00    0.00      96         std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double, std::move_iterator<double*> >(double*) [246]
                0.00    0.00      96/1554        std::move_iterator<double*>::move_iterator(double*) [212]
-----------------------------------------------
                0.00    0.00       1/92          std::vector<std::thread, std::allocator<std::thread> >::_S_max_size(std::allocator<std::thread> const&) [641]
                0.00    0.00       2/92          std::vector<Wallet, std::allocator<Wallet> >::_S_max_size(std::allocator<Wallet> const&) [502]
                0.00    0.00       4/92          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [385]
                0.00    0.00       6/92          std::vector<Stock, std::allocator<Stock> >::_S_max_size(std::allocator<Stock> const&) [347]
                0.00    0.00       6/92          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [348]
                0.00    0.00      73/92          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [250]
[247]    0.0    0.00    0.00      92         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [247]
-----------------------------------------------
                0.00    0.00       9/81          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [104]
                0.00    0.00      72/81          std::vector<double, std::allocator<double> >::max_size() const [251]
[248]    0.0    0.00    0.00      81         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [248]
-----------------------------------------------
                0.00    0.00      73/73          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [250]
[249]    0.0    0.00    0.00      73         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [249]
                0.00    0.00      73/116         __gnu_cxx::new_allocator<double>::max_size() const [245]
-----------------------------------------------
                0.00    0.00       1/73          std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [650]
                0.00    0.00      72/73          std::vector<double, std::allocator<double> >::max_size() const [251]
[250]    0.0    0.00    0.00      73         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [250]
                0.00    0.00      73/73          std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [249]
                0.00    0.00      73/92          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [247]
-----------------------------------------------
                0.00    0.00      72/72          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [82]
[251]    0.0    0.00    0.00      72         std::vector<double, std::allocator<double> >::max_size() const [251]
                0.00    0.00      72/81          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [248]
                0.00    0.00      72/73          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [250]
-----------------------------------------------
                0.00    0.00      12/52          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [86]
                0.00    0.00      16/52          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [284]
                0.00    0.00      24/52          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [84]
[252]    0.0    0.00    0.00      52         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [252]
                0.00    0.00      43/43          std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [258]
